ensg_id	gene_symbol	pmtl	latest_gene_symbol
ENSG00000233235	RP5-908D6.1	NA	ENSG00000233235
ENSG00000215874	RP4-644F6.2	NA	CAPNS1P1
ENSG00000225492	RP4-644F6.3	NA	GBP1P1
ENSG00000231999	RP5-1007M22.2	NA	LRRC8C-DT
ENSG00000230735	RP11-413E1.4	NA	ENSG00000230735
ENSG00000271949	RP11-302M6.4	NA	ENSG00000271949
ENSG00000226394	RP11-413E1.2	NA	ENSG00000226394
ENSG00000231613	RP5-943J3.1	NA	ENSG00000231613
ENSG00000272931	RP5-943J3.2	NA	LRRC8D-DT
ENSG00000272672	RP11-302M6.5	NA	ENSG00000272672
ENSG00000228175	RP11-302M6.3	NA	GEMIN8P4
ENSG00000229201	RP5-827O9.1	NA	LINC02787
ENSG00000233593	RP4-665J23.1	NA	LINC02609
ENSG00000225446	RP4-665J23.2	NA	LINC01763
ENSG00000272094	RP4-665J23.4	NA	ENSG00000272094
ENSG00000232882	RP4-665J23.3	NA	PHKA1P1
ENSG00000232393	RP5-924G13.2	NA	RPL5P6
ENSG00000206817	RF00019	NA	Y_RNA
ENSG00000215873	RP11-539G11.2	NA	FEN1P1
ENSG00000241318	RP11-47K11.2	NA	WDR82P2
ENSG00000229067	RP11-91I11.1	NA	ENSG00000229067
ENSG00000203914	RP5-865M20.1	NA	HSP90B3P
ENSG00000233228	RP4-621B10.2	NA	LPCAT2BP
ENSG00000224678	RP4-621B10.5	NA	GAPDHP46
ENSG00000233401	RP4-621B10.6	NA	PRKAR1AP1
ENSG00000273487	RP4-621B10.8	NA	ENSG00000273487
ENSG00000226773	RP4-775D17.1	NA	ENSG00000226773
ENSG00000233125	RP11-163M2.1	NA	ACTBP12
ENSG00000223787	RP4-593M8.1	NA	ENSG00000223787
ENSG00000229992	RP11-330C7.2	NA	HMGB3P9
ENSG00000225505	RP11-330C7.3	NA	ENSG00000225505
ENSG00000234202	RP11-330C7.4	NA	H3P3
ENSG00000223896	RP11-330C7.1	NA	CCNJP2
ENSG00000207022	RF00432	NA	ENSG00000207022
ENSG00000229052	RP11-386I23.1	NA	ENSG00000229052
ENSG00000251837	RF00019	NA	Y_RNA
ENSG00000237003	RP4-612C19.1	NA	ENSG00000237003
ENSG00000225297	RP4-612C19.2	NA	ENSG00000225297
ENSG00000223745	RP4-717I23.3	NA	CCDC18-AS1
ENSG00000229567	RP4-717I23.2	NA	ENSG00000229567
ENSG00000229635	RP4-713B5.2	NA	ENSG00000229635
ENSG00000207379	RF00019	NA	Y_RNA
ENSG00000224093	RP5-1033H22.2	NA	BCAR3-AS1
ENSG00000260464	RP4-561L24.3	NA	ENSG00000260464
ENSG00000223490	RP5-837O21.9	NA	CHCHD2P5
ENSG00000234099	RP5-837O21.7	NA	MTND4P11
ENSG00000235794	RP5-837O21.6	NA	MTND3P21
ENSG00000232752	RP5-837O21.5	NA	MTCO3P21
ENSG00000229842	RP5-837O21.4	NA	MTATP6P13
ENSG00000250890	RP5-837O21.8	NA	ENSG00000250890
ENSG00000236689	RP5-837O21.3	NA	MTCO2P21
ENSG00000226960	RP5-837O21.1	NA	MTCO1P21
ENSG00000233129	RP5-837O21.2	NA	ENSG00000233129
ENSG00000233482	RP11-78O9.1	NA	ENSG00000233482
ENSG00000226835	RP11-148B18.1	NA	ARHGAP29-AS1
ENSG00000178596	RP11-148B18.2	NA	GAPDHP29
ENSG00000236098	RP11-148B18.4	NA	ENSG00000236098
ENSG00000232918	RP11-366L18.1	NA	ENSG00000232918
ENSG00000223675	RP11-86H7.6	NA	ENSG00000223675
ENSG00000224081	RP11-86H7.1	NA	SLC44A3-AS1
ENSG00000232857	RP11-86H7.3	NA	KATNBL1P2
ENSG00000235501	RP4-639F20.1	NA	CNN3-DT
ENSG00000230427	RP11-313A24.1	NA	ALG14-AS1
ENSG00000231992	RP11-57H12.2	NA	ENSG00000231992
ENSG00000206679	RF00019	NA	Y_RNA
ENSG00000226026	RP11-57H12.3	NA	ENSG00000226026
ENSG00000228852	RP11-57H12.5	NA	ENSG00000228852
ENSG00000228504	RP4-586O15.1	NA	LINC01760
ENSG00000230434	RP11-14O19.1	NA	LINC01650
ENSG00000237954	RP11-14O19.2	NA	ENSG00000237954
ENSG00000233907	RP4-617C6.1	NA	LINC01761
ENSG00000228971	RP11-286B14.1	NA	LINC02607
ENSG00000271252	RP11-286B14.2	NA	ENSG00000271252
ENSG00000237435	RP11-147C23.1	NA	LINC02790
ENSG00000231987	RP5-898J17.1	NA	LINC01787
ENSG00000225923	RP4-736I12.1	NA	ENSG00000225923
ENSG00000234422	RP4-736I12.2	NA	UBE2WP1
ENSG00000228502	EEF1AL9	NA	EEF1A1P11
ENSG00000234226	RP5-871P9.1	NA	NDUFS5P2
ENSG00000137970	RP11-122C9.1	NA	RPL7P9
ENSG00000232878	RP11-526F14.1	NA	DPYD-AS1
ENSG00000232542	RP11-359C24.1	NA	DPYD-IT1
ENSG00000228057	RP11-145D11.2	NA	SEC63P1
ENSG00000226128	RP11-145D11.1	NA	RPL26P9
ENSG00000230718	RP11-272L13.2	NA	ENSG00000230718
ENSG00000235777	RP11-272L13.1	NA	DPYD-AS2
ENSG00000270911	RP11-272L13.4	NA	ENSG00000270911
ENSG00000259946	RP11-490G2.2	NA	ENSG00000259946
ENSG00000233557	RP4-672J20.1	NA	NFU1P2
ENSG00000226053	RP5-1070A16.1	NA	LINC01776
ENSG00000280040	RP11-296E3.2	NA	ENSG00000280040
ENSG00000232825	RP5-896L10.1	NA	ENSG00000232825
ENSG00000227034	RP11-234N17.1	NA	ENSG00000227034
ENSG00000233983	RP4-735N21.1	NA	ENSG00000233983
ENSG00000224445	RP11-413P11.1	NA	LINC01708
ENSG00000223656	RP4-684L20.2	NA	HMGB3P10
ENSG00000202254	RF00019	NA	Y_RNA
ENSG00000231996	RP4-581O6.1	NA	ENSG00000231996
ENSG00000228084	RP5-884G6.2	NA	ENSG00000228084
ENSG00000283761	RP4-714D9.5	NA	ENSG00000283761
ENSG00000241073	RP4-714D9.2	NA	ENSG00000241073
ENSG00000226952	RP4-714D9.4	NA	ENSG00000226952
ENSG00000271415	RP11-305E17.7	NA	RPL23AP90
ENSG00000225169	RP11-305E17.5	NA	BRI3P1
ENSG00000230287	RP11-305E17.4	NA	ENSG00000230287
ENSG00000224616	RP11-305E17.6	NA	RTCA-AS1
ENSG00000215871	RP5-837M10.1	NA	ENSG00000215871
ENSG00000223906	RP5-837M10.2	NA	ENSG00000223906
ENSG00000234332	RP5-837M10.3	NA	BCAS2P2
ENSG00000228086	RP5-837M10.4	NA	ENSG00000228086
ENSG00000213421	RP11-84O12.2	NA	ENSG00000213421
ENSG00000230402	RP11-84O12.4	NA	LINC01349
ENSG00000224685	RP11-84O12.3	NA	ENSG00000224685
ENSG00000273204	RP4-549L20.3	NA	ENSG00000273204
ENSG00000230946	RP4-549L20.2	NA	HNRNPA1P68
ENSG00000235795	RP11-421L21.2	NA	ENSG00000235795
ENSG00000233184	RP11-421L21.3	NA	ENSG00000233184
ENSG00000252765	RF00424	NA	ENSG00000252765
ENSG00000271578	RP5-1033H2.1	NA	ENSG00000271578
ENSG00000225938	RP4-575N6.4	NA	ENSG00000225938
ENSG00000228399	RP4-575N6.2	NA	ENSG00000228399
ENSG00000173810	RP4-575N6.3	NA	PPIAP7
ENSG00000231671	RP11-157N3.1	NA	LINC01307
ENSG00000226715	RP11-411H5.1	NA	LINC01709
ENSG00000183298	RP11-556K13.1	NA	RPSAP19
ENSG00000271277	RP11-82O2.2	NA	ENSG00000271277
ENSG00000162699	RP11-82O2.1	NA	DNAJA1P5
ENSG00000233359	RP11-202K23.1	NA	ENSG00000233359
ENSG00000230864	RP5-936J12.1	NA	ENSG00000230864
ENSG00000234257	RP11-34I24.1	NA	SOD2P1
ENSG00000230759	RP11-153F1.2	NA	ENSG00000230759
ENSG00000224613	RP11-153F1.1	NA	ENSG00000224613
ENSG00000236085	RP5-1108M17.2	NA	ACTG1P4
ENSG00000234441	RP5-1108M17.5	NA	ENSG00000234441
ENSG00000225191	RP11-97C18.1	NA	ENSG00000225191
ENSG00000215869	RP11-364B6.2	NA	ENSG00000215869
ENSG00000228347	RP11-364B6.3	NA	FTLP17
ENSG00000225036	RP11-414B7.1	NA	CDK4P1
ENSG00000230768	RP11-251P6.1	NA	LINC01676
ENSG00000227850	RP11-123D12.1	NA	SEPTIN2P1
ENSG00000237897	RP11-90H3.2	NA	ENSG00000237897
ENSG00000232952	RP11-90H3.1	NA	ENSG00000232952
ENSG00000233047	RP11-24P14.1	NA	LINC01677
ENSG00000237480	RP5-947P14.1	NA	ENSG00000237480
ENSG00000230932	RP5-947P14.2	NA	ENSG00000230932
ENSG00000270342	RP11-478L17.1	NA	ENSG00000270342
ENSG00000270976	RP11-110F24.1	NA	ENSG00000270976
ENSG00000233449	RP11-233E12.4	NA	MTATP6P14
ENSG00000232551	RP11-233E12.2	NA	MTCO1P14
ENSG00000237460	RP11-233E12.1	NA	LINC01661
ENSG00000224550	RP11-270C12.3	NA	NDUFA4P1
ENSG00000230489	RP11-356N1.1	NA	VAV3-AS1
ENSG00000226822	RP11-356N1.2	NA	LINC02785
ENSG00000260879	RP11-483I13.5	NA	ENSG00000260879
ENSG00000280186	RP11-483I13.6	NA	ENSG00000280186
ENSG00000238122	RP11-483I13.2	NA	ENSG00000238122
ENSG00000241361	RP11-483I13.3	NA	SLC25A24P1
ENSG00000238118	RP11-242D10.2	NA	SLC25A24P2
ENSG00000224698	RP11-131J3.1	NA	ENSG00000224698
ENSG00000283354	RP5-964H19.4	NA	ENSG00000283354
ENSG00000227832	RP5-964H19.1	NA	ST13P21
ENSG00000226483	RP5-964H19.2	NA	ENSG00000226483
ENSG00000232971	RP11-293A10.3	NA	ENSG00000232971
ENSG00000228076	RP11-475E11.2	NA	ENSG00000228076
ENSG00000203897	RP11-475E11.5	NA	SPATA42
ENSG00000237349	RP5-1065J22.2	NA	ENSG00000237349
ENSG00000244716	RP11-20O24.4	NA	ENSG00000244716
ENSG00000228665	RP11-20O24.1	NA	ENSG00000228665
ENSG00000228054	RP11-20O24.2	NA	RANP5
ENSG00000273382	RP5-1065J22.8	NA	TMEM167B-DT
ENSG00000270066	SCARNA2	NA	ENSG00000270066
ENSG00000251484	RP5-1065J22.4	NA	ENSG00000251484
ENSG00000254942	RP5-1160K1.8	NA	ENSG00000254942
ENSG00000225113	RP5-1160K1.3	NA	ENSG00000225113
ENSG00000228703	RP5-1160K1.6	NA	ENSG00000228703
ENSG00000235045	RP5-1160K1.1	NA	RPL7P8
ENSG00000260246	AC000032.2	NA	ENSG00000260246
ENSG00000241720	RP4-735C1.4	NA	ENSG00000241720
ENSG00000224927	RP4-735C1.5	NA	NDUFA5P10
ENSG00000228420	RP4-735C1.6	NA	LINC01768
ENSG00000235005	RP11-195M16.1	NA	ENSG00000235005
ENSG00000261055	RP11-195M16.3	NA	ENSG00000261055
ENSG00000258634	RP4-773N10.4	NA	ENSG00000258634
ENSG00000258673	RP4-773N10.6	NA	LINC01397
ENSG00000227091	RP5-1028L10.1	NA	SLC6A17-AS1
ENSG00000235526	RP5-1028L10.2	NA	ENSG00000235526
ENSG00000224965	RP5-1003J2.3	NA	LINC02586
ENSG00000282852	RP5-1003J2.4	NA	ENSG00000282852
ENSG00000200536	RF00402	NA	ENSG00000200536
ENSG00000227963	RP5-1074L1.1	NA	RBM15-AS1
ENSG00000224699	RP11-225L12.2	NA	LAMTOR5-AS1
ENSG00000273373	RP5-1074L1.4	NA	ENSG00000273373
ENSG00000270380	RP11-470L19.5	NA	ENSG00000270380
ENSG00000282887	RP11-470L19.6	NA	ENSG00000282887
ENSG00000283999	RP11-470L19.7	NA	ENSG00000283999
ENSG00000235407	RP11-470L19.2	NA	CYMP-AS1
ENSG00000259834	RP11-284N8.3	NA	ENSG00000259834
ENSG00000199710	RF00019	NA	Y_RNA
ENSG00000237415	RP11-498A13.1	NA	NRBF2P3
ENSG00000261654	RP11-96K19.4	NA	ENSG00000261654
ENSG00000232811	RP11-96K19.2	NA	ENSG00000232811
ENSG00000273010	RP11-96K19.5	NA	ENSG00000273010
ENSG00000225672	RP11-96K19.3	NA	CCNT2P1
ENSG00000272982	RP5-1180E21.4	NA	ENSG00000272982
ENSG00000273221	RP5-1180E21.5	NA	ENSG00000273221
ENSG00000236040	RP11-165H20.4	NA	CHIAP1
ENSG00000203878	RP11-165H20.1	NA	CHIAP2
ENSG00000229283	RP5-1125M8.2	NA	ENSG00000229283
ENSG00000232240	RP5-1125M8.3	NA	ENSG00000232240
ENSG00000234020	RP5-1125M8.5	NA	CHIAP3
ENSG00000236012	RP5-1125M8.6	NA	HIGD1AP12
ENSG00000227179	RP5-1125M8.7	NA	PGBP
ENSG00000260948	RP11-552M11.8	NA	ENSG00000260948
ENSG00000233337	RP11-552M11.2	NA	UBE2FP3
ENSG00000243960	RP11-552M11.4	NA	ENSG00000243960
ENSG00000199890	RF00019	NA	Y_RNA
ENSG00000231346	RP5-836N10.1	NA	LINC01160
ENSG00000215867	RP4-773A18.2	NA	KRT18P57
ENSG00000227811	RP4-773A18.4	NA	INKA2-AS1
ENSG00000284830	RP4-773A18.8	NA	ENSG00000284830
ENSG00000232558	RP5-1086I18.1	NA	KCND3-IT1
ENSG00000237556	RP11-99M15.1	NA	KCND3-AS1
ENSG00000231437	RP11-88H9.2	NA	LINC01750
ENSG00000231246	RP5-965F6.2	NA	LINC02884
ENSG00000234388	RP5-965F6.1	NA	TXNP3
ENSG00000238761	RF01210	NA	ENSG00000238761
ENSG00000273483	RP4-671G15.2	NA	ENSG00000273483
ENSG00000235299	RP11-72M14.1	NA	MRPL53P1
ENSG00000225075	RP11-426L16.3	NA	ENSG00000225075
ENSG00000271810	RP11-426L16.10	NA	ENSG00000271810
ENSG00000261595	RP11-426L16.9	NA	PPM1J-DT
ENSG00000234790	RP11-426L16.7	NA	NUTF2P4
ENSG00000215866	RP11-426L16.8	NA	LINC01356
ENSG00000224167	RP3-522D1.1	NA	LINC01357
ENSG00000228040	RP3-522D1.2	NA	ENSG00000228040
ENSG00000226419	RP11-31F15.1	NA	SLC16A1-AS1
ENSG00000238198	RP11-31F15.2	NA	LRIG2-DT
ENSG00000237278	RP11-389O22.3	NA	RLIMP2
ENSG00000233839	RP11-389O22.4	NA	ENSG00000233839
ENSG00000236887	RP11-389O22.5	NA	ENSG00000236887
ENSG00000232499	RP11-512F24.1	NA	ENSG00000232499
ENSG00000238256	RP11-473L1.1	NA	MTND5P20
ENSG00000232450	RP4-730K3.3	NA	ENSG00000232450
ENSG00000231128	RP5-1073O3.2	NA	ENSG00000231128
ENSG00000226167	RP5-1073O3.5	NA	AP4B1-AS1
ENSG00000235527	RP5-1073O3.7	NA	HIPK1-AS1
ENSG00000270780	RP4-590F24.1	NA	ENSG00000270780
ENSG00000282048	RP4-590F24.2	NA	ENSG00000282048
ENSG00000232895	RP4-543J13.1	NA	ENSG00000232895
ENSG00000273698	RP4-543J13.2	NA	MRPL57P1
ENSG00000271419	RP4-591B8.3	NA	ENSG00000271419
ENSG00000226984	RP4-591B8.2	NA	ENSG00000226984
ENSG00000225650	RP11-343L14.1	NA	EIF2S2P5
ENSG00000201114	RF00019	NA	Y_RNA
ENSG00000236480	RP11-343L14.2	NA	PKMP1
ENSG00000233730	RP4-666F24.3	NA	LINC01765
ENSG00000228035	RP4-663N10.1	NA	NGF-AS1
ENSG00000226973	RP4-663N10.2	NA	ENSG00000226973
ENSG00000274468	RP4-663N10.3	NA	ENSG00000274468
ENSG00000229101	RP11-710N8.1	NA	ELOCP20
ENSG00000232185	RP11-710N8.2	NA	CNOT7P2
ENSG00000270631	RP11-710N8.3	NA	ENSG00000270631
ENSG00000207502	RF00406	NA	ENSG00000207502
ENSG00000214204	RP11-485H8.2	NA	HNRNPA1P43
ENSG00000271143	RP11-12L8.2	NA	ENSG00000271143
ENSG00000228127	RP11-12L8.1	NA	LINC01649
ENSG00000237993	RP11-159M11.2	NA	ENSG00000237993
ENSG00000235933	RP5-1185H19.2	NA	LINC01779
ENSG00000221040	RF00012	NA	U3
ENSG00000203865	ATP1A1OS	NA	ATP1A1-AS1
ENSG00000233154	RP4-655J12.4	NA	LINC01762
ENSG00000230381	RP4-655J12.5	NA	ENSG00000230381
ENSG00000200547	RF00019	NA	Y_RNA
ENSG00000224950	RP5-1086K13.1	NA	ENSG00000224950
ENSG00000177173	RP5-1086K13.3	NA	NAP1L4P1
ENSG00000231072	RP4-686J16.2	NA	GAPDHP64
ENSG00000223489	NEFHL	NA	NEFHP1
ENSG00000225079	RP4-655N15.3	NA	FTH1P22
ENSG00000272715	RP4-753F5.1	NA	ENSG00000272715
ENSG00000236137	RP11-27K13.3	NA	ENSG00000236137
ENSG00000228453	RP11-229A19.3	NA	RPS15AP9
ENSG00000277141	RF00017	NA	Metazoa_SRP
ENSG00000235202	RP11-39H13.1	NA	LINC01525
ENSG00000271427	RP11-188D8.1	NA	ENSG00000271427
ENSG00000279513	RP4-675C20.4	NA	ENSG00000279513
ENSG00000226755	RP4-675C20.2	NA	VPS25P1
ENSG00000236866	AL157902.3	NA	ENSG00000236866
ENSG00000213262	AL365331.2	NA	VDAC2P3
ENSG00000212266	RF00561	NA	ENSG00000212266
ENSG00000270719	RP11-134N8.2	NA	ENSG00000270719
ENSG00000228217	AL390877.1	NA	PNRC2P1
ENSG00000226126	RP11-94F13.1	NA	PSMC1P12
ENSG00000229911	RP4-630J13.1	NA	ENSG00000229911
ENSG00000226172	RP4-712E4.1	NA	ENSG00000226172
ENSG00000239216	RP4-712E4.2	NA	ENSG00000239216
ENSG00000224238	RP4-712E4.4	NA	WARS2-IT1
ENSG00000223575	RP4-610L12.2	NA	RBMX2P3
ENSG00000236804	RP4-610L12.1	NA	RPS3AP12
ENSG00000231365	RP11-418J17.1	NA	WARS2-AS1
ENSG00000227056	RP11-418J17.2	NA	RPL6P2
ENSG00000227712	RP11-418J17.3	NA	ENSG00000227712
ENSG00000232650	RP5-834N19.1	NA	LINC01780
ENSG00000230921	RP5-834N19.2	NA	HAO2-IT1
ENSG00000232780	RP5-871G17.5	NA	GAPDHP74
ENSG00000203858	RP5-871G17.3	NA	HSD3BP2
ENSG00000235595	RP5-871G17.6	NA	GAPDHP23
ENSG00000187481	RP5-871G17.4	NA	HSD3BP1
ENSG00000229570	RP5-920G3.2	NA	GAPDHP58
ENSG00000226443	RP5-920G3.1	NA	GAPDHP32
ENSG00000249798	RP5-920G3.3	NA	HSD3BP3
ENSG00000239873	RP4-599G15.4	NA	GAPDHP27
ENSG00000203855	RP4-599G15.1	NA	HSD3BP4
ENSG00000240244	RP4-599G15.2	NA	GAPDHP33
ENSG00000260941	RP4-599G15.7	NA	LINC00622
ENSG00000198857	RP4-599G15.5	NA	HSD3BP5
ENSG00000215864	RP5-1042I8.2	NA	NBPF7P
ENSG00000227205	RP5-1042I8.3	NA	PFN1P9
ENSG00000226446	RP5-1042I8.6	NA	NOTCH2P1
ENSG00000273406	RP11-114O18.1	NA	ENSG00000273406
ENSG00000274642	CH17-472G23.1	NA	ENSG00000274642
ENSG00000277313	RF00100	NA	7SK
ENSG00000223804	CH17-472G23.2	NA	ENSG00000223804
ENSG00000273727	RF00003	NA	U1
ENSG00000270392	CH17-449C21.2	NA	PFN1P2
ENSG00000270231	NBPF8P	NA	NBPF8
ENSG00000275131	CH17-472G23.4	NA	PDE4DIPP2
ENSG00000273694	RF00004	NA	U2
ENSG00000275933	RF00100	NA	7SK
ENSG00000281741	CH17-118O6.6	NA	ENSG00000281741
ENSG00000226067	CH17-118O6.2	NA	LINC00623
ENSG00000285215	CH17-118O6.7	NA	ENSG00000285215
ENSG00000275585	CH17-118O6.3	NA	PDE4DIPP4
ENSG00000273516	RF00003	NA	U1
ENSG00000275296	CH17-118O6.4	NA	ENSG00000275296
ENSG00000234998	RP11-439A17.10	NA	ENSG00000234998
ENSG00000233029	RP11-439A17.9	NA	ENSG00000233029
ENSG00000227193	RP11-439A17.4	NA	ENSG00000227193
ENSG00000213244	RP11-439A17.2	NA	H3P4
ENSG00000268993	RP11-439A17.5	NA	RPL22P6
ENSG00000275129	CH17-219N22.1	NA	ENSG00000275129
ENSG00000230806	RP11-343N15.1	NA	SRGAP2-AS1
ENSG00000227082	CH17-437K3.1	NA	LINC02798
ENSG00000228826	RP11-344P13.4	NA	ENSG00000228826
ENSG00000233432	RP11-344P13.3	NA	MTIF2P1
ENSG00000272583	RP11-344P13.6	NA	ENSG00000272583
ENSG00000224857	RP11-344P13.1	NA	LINC01691
ENSG00000276118	CH17-333M13.2	NA	ENSG00000276118
ENSG00000277095	CH17-333M13.1	NA	ENSG00000277095
ENSG00000277702	CH17-13I23.3	NA	ENSG00000277702
ENSG00000264145	CH17-13I23.2	NA	ENSG00000264145
ENSG00000274927	CH17-13I23.1	NA	ENSG00000274927
ENSG00000242943	RP11-763B22.8	NA	NKAIN1P1
ENSG00000223495	RP11-763B22.7	NA	ENSG00000223495
ENSG00000235887	RP11-763B22.6	NA	LINC02799
ENSG00000203825	RP11-744H18.1	NA	ENSG00000203825
ENSG00000232721	RP11-403I13.5	NA	ENSG00000232721
ENSG00000223779	RP11-403I13.4	NA	ENSG00000223779
ENSG00000270962	RP11-403I13.10	NA	ENSG00000270962
ENSG00000263590	RP11-403I13.7	NA	LINC02591
ENSG00000233430	RP11-403I13.9	NA	PDE4DIPP3
ENSG00000237503	RP5-998N21.3	NA	ENSG00000237503
ENSG00000265531	FCGR1C	NA	FCGR1CP
ENSG00000234571	RP5-998N21.4	NA	H2BP2
ENSG00000273213	RP5-998N21.10	NA	H3-2
ENSG00000230186	RP5-998N21.7	NA	ENSG00000230186
ENSG00000275075	CH17-248H7.2	NA	ENSG00000275075
ENSG00000275767	CH17-248H7.3	NA	ENSG00000275767
ENSG00000232527	RP11-14N7.2	NA	LINC02802
ENSG00000175658	RP11-14N7.1	NA	DRD5P2
ENSG00000276756	CH17-125A10.1	NA	ENSG00000276756
ENSG00000271439	RP11-666A1.7	NA	ENSG00000271439
ENSG00000237343	RP11-763B22.4	NA	ENSG00000237343
ENSG00000233586	RP11-763B22.3	NA	ENSG00000233586
ENSG00000229002	RP11-666A1.4	NA	ENSG00000229002
ENSG00000275291	RF00003	NA	RNVU1-26
ENSG00000278099	RF00003	NA	RNVU1-2A
ENSG00000277918	RF00003	NA	RNVU1-28
ENSG00000277199	CH17-125A10.2	NA	LINC01632
ENSG00000224363	RP11-289H16.1	NA	ENSG00000224363
ENSG00000278273	RP11-763B22.11	NA	ENSG00000278273
ENSG00000273825	CH17-164J11.1	NA	ENSG00000273825
ENSG00000271644	RP3-365I19.2	NA	ENSG00000271644
ENSG00000283752	CH17-195P21.1	NA	ENSG00000283752
ENSG00000272419	RP11-403I13.8	NA	LINC01145
ENSG00000277678	RF00003	NA	RNU1-153P
ENSG00000281571	CH17-195P21.2	NA	ENSG00000281571
ENSG00000223612	RP11-289I10.2	NA	ENSG00000223612
ENSG00000271291	RP11-289I10.3	NA	ENSG00000271291
ENSG00000276216	CH17-373J23.1	NA	ENSG00000276216
ENSG00000236140	RP11-89F3.2	NA	ENSG00000236140
ENSG00000270384	RF00003	NA	RNU1-154P
ENSG00000270722	RF00003	NA	RNVU1-31
ENSG00000278182	CH17-262O2.2	NA	ENSG00000278182
ENSG00000275064	CH17-262O2.1	NA	PDE4DIPP5
ENSG00000244619	RP11-315I20.3	NA	ENSG00000244619
ENSG00000234222	RP11-315I20.1	NA	LIX1L-AS1
ENSG00000280778	CH17-270A2.2	NA	ENSG00000280778
ENSG00000278431	CH17-270A2.1	NA	ENSG00000278431
ENSG00000233396	RP11-458D21.1	NA	LINC01719
ENSG00000276509	CH17-353B19.1	NA	ENSG00000276509
ENSG00000277406	CH17-385C13.2	NA	SEC22B4P
ENSG00000270339	CH17-385C13.3	NA	PPIAL4H
ENSG00000273768	RF00003	NA	RNVU1-29
ENSG00000274428	RF00003	NA	RNVU1-25
ENSG00000277655	RP11-640M9.4	NA	ENSG00000277655
ENSG00000274450	RF00619	NA	ENSG00000274450
ENSG00000234225	RP4-704D21.2	NA	ENSG00000234225
ENSG00000227242	CH17-112A12.2	NA	ENSG00000227242
ENSG00000225603	RP11-325P15.1	NA	ENSG00000225603
ENSG00000230832	RP11-325P15.2	NA	SSBL4P
ENSG00000237188	RP11-337C18.8	NA	ENSG00000237188
ENSG00000213226	RP11-337C18.4	NA	ENSG00000213226
ENSG00000207209	RF00019	NA	Y_RNA
ENSG00000227139	RP11-533N14.3	NA	ENSG00000227139
ENSG00000274415	RP11-433J22.2	NA	ENSG00000274415
ENSG00000234190	RP11-433J22.3	NA	ENSG00000234190
ENSG00000223728	RP11-314N2.2	NA	ENSG00000223728
ENSG00000273059	XXyac-YX155B6.7	NA	ENSG00000273059
ENSG00000274372	RP11-94I2.4	NA	LINC02804
ENSG00000229828	RP11-94I2.1	NA	PDE4DIPP1
ENSG00000227733	RP4-565E6.1	NA	ENSG00000227733
ENSG00000232265	XXyac-YX155B6.5	NA	LINC02805
ENSG00000224335	RP11-301M17.2	NA	ENSG00000224335
ENSG00000227700	RP11-301M17.1	NA	ENSG00000227700
ENSG00000234283	RP11-495P10.6	NA	LINC01731
ENSG00000228626	RP11-495P10.9	NA	ENSG00000228626
ENSG00000238107	RP11-495P10.5	NA	LINC02806
ENSG00000235988	RP11-495P10.4	NA	ENSG00000235988
ENSG00000224481	RP11-495P10.3	NA	ENSG00000224481
ENSG00000252744	RF00019	NA	Y_RNA
ENSG00000272824	RP6-74O6.6	NA	ENSG00000272824
ENSG00000231551	RP11-495P10.1	NA	PDE4DIPP6
ENSG00000225871	RP11-495P10.10	NA	ENSG00000225871
ENSG00000285062	CH17-172B3.2	NA	ENSG00000285062
ENSG00000280649	CH17-172B3.1	NA	ENSG00000280649
ENSG00000274210	RF00003	NA	RNVU1-27
ENSG00000177144	CH17-478G19.1	NA	NUDT4B
ENSG00000275140	CH17-478G19.2	NA	SEC22B3P
ENSG00000271546	RP4-725K1.1	NA	ENSG00000271546
ENSG00000254913	RP4-791M13.5	NA	ENSG00000254913
ENSG00000255148	RP4-791M13.4	NA	ENSG00000255148
ENSG00000254539	RP4-791M13.3	NA	ENSG00000254539
ENSG00000274019	CH17-78J1.1	NA	ENSG00000274019
ENSG00000274265	CH17-189H20.1	NA	ENSG00000274265
ENSG00000215861	WI2-1896O14.1	NA	ENSG00000215861
ENSG00000272755	RP11-326G21.1	NA	ENSG00000272755
ENSG00000273591	RF00100	NA	7SK
ENSG00000274423	RP11-544O24.2	NA	SEC22B2P
ENSG00000277147	RP11-640M9.1	NA	LINC00869
ENSG00000284964	CH17-159N18.3	NA	ENSG00000284964
ENSG00000275557	RP11-353N4.6	NA	ENSG00000275557
ENSG00000206828	RF00003	NA	RNVU1-30
ENSG00000284842	CH17-195C8.1	NA	FAM91A2P
ENSG00000234232	RP11-353N4.5	NA	PDE4DIPP7
ENSG00000226500	RP11-196G18.1	NA	ENSG00000226500
ENSG00000233030	RP11-196G18.3	NA	ENSG00000233030
ENSG00000220323	HIST2H2BD	NA	H2BC19P
ENSG00000261716	RP11-196G18.22	NA	H2BC20P
ENSG00000264207	RP11-196G18.23	NA	ENSG00000264207
ENSG00000285184	CH17-55D9.1	NA	ENSG00000285184
ENSG00000223945	RP11-458I7.1	NA	ENSG00000223945
ENSG00000276110	RP4-790G17.7	NA	ENSG00000276110
ENSG00000228126	LINC00568	NA	FALEC
ENSG00000237781	RP11-54A4.2	NA	ADAMTSL4-AS2
ENSG00000253047	RF00561	NA	ENSG00000253047
ENSG00000276103	RF00015	NA	U4
ENSG00000236713	RP11-363I22.3	NA	ENSG00000236713
